Emp_ID,Age,Age_ Group,Attrition,Business_ Travel, Daily _Rate ,Department,Distance _From _Home(miles),Education,Education_Field,Employee_Count,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status, Monthly_Income ,Salary_Slab, Monthly_Rate ,Num_Companies_Worked For,Over_18,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager
RM403,30,26-35,No,Travel_Rarely," 1,082 ",Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single," 6,577 ",5k-10k," 19,558 ",0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
RM411,30,26-35,No,Travel_Rarely, 317 ,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single," 6,091 ",5k-10k," 24,793 ",2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
RM420,30,26-35,No,Non-Travel," 1,400 ",Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married," 2,097 ",Upto 5k," 16,734 ",4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
RM424,30,26-35,No,Non-Travel," 1,398 ",Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married," 8,412 ",5k-10k," 2,890 ",0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
RM427,30,26-35,No,Non-Travel," 1,116 ",Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single," 2,564 ",Upto 5k," 7,181 ",0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
RM438,30,26-35,No,Travel_Rarely, 413 ,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single," 2,983 ",Upto 5k," 18,398 ",0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
RM481,30,26-35,Yes,Travel_Frequently, 448 ,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married," 2,033 ",Upto 5k," 14,470 ",1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
RM502,30,26-35,No,Travel_Frequently, 160 ,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced," 2,083 ",Upto 5k," 22,653 ",1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
RM546,30,26-35,No,Travel_Rarely, 501 ,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced," 5,304 ",5k-10k," 25,275 ",7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
RM582,30,26-35,No,Travel_Rarely, 921 ,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married," 3,833 ",Upto 5k," 24,375 ",3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
RM603,30,26-35,No,Travel_Rarely, 946 ,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single," 6,877 ",5k-10k," 20,234 ",5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
RM624,30,26-35,No,Travel_Frequently," 1,012 ",Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced," 3,761 ",Upto 5k," 2,373 ",9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
RM703,30,26-35,No,Travel_Rarely, 231 ,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced," 7,264 ",5k-10k," 9,977 ",5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
RM721,30,26-35,Yes,Travel_Rarely, 138 ,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married," 2,132 ",Upto 5k," 11,539 ",4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
RM731,30,26-35,No,Travel_Rarely, 153 ,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married," 11,416 ",10k-15k," 17,802 ",0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
RM733,30,26-35,Yes,Travel_Frequently, 109 ,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single," 2,422 ",Upto 5k," 25,725 ",0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
RM783,30,26-35,No,Travel_Rarely," 1,176 ",Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married," 9,957 ",5k-10k," 9,096 ",0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
RM845,30,26-35,No,Travel_Rarely, 852 ,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married," 6,578 ",5k-10k," 2,706 ",1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
RM866,30,26-35,No,Travel_Rarely," 1,329 ",Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced," 4,115 ",Upto 5k," 13,192 ",8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
RM875,30,26-35,No,Travel_Rarely, 853 ,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced," 3,491 ",Upto 5k," 11,309 ",1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
RM887,30,26-35,No,Travel_Rarely," 1,465 ",Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married," 3,579 ",Upto 5k," 9,369 ",0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
RM932,30,26-35,No,Non-Travel, 879 ,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single," 4,695 ",Upto 5k," 12,858 ",7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
RM942,30,26-35,No,Travel_Rarely," 1,138 ",Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married," 4,627 ",Upto 5k," 23,631 ",0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
RM949,30,26-35,No,Travel_Rarely, 634 ,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married," 11,916 ",10k-15k," 25,927 ",1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
RM1014,30,26-35,No,Travel_Rarely, 855 ,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced," 4,779 ",Upto 5k," 12,761 ",7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
RM1050,30,26-35,No,Travel_Rarely," 1,358 ",Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married," 5,301 ",5k-10k," 2,939 ",8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
RM1053,30,26-35,No,Non-Travel, 990 ,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced," 1,274 ",Upto 5k," 7,152 ",1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
RM1065,30,26-35,No,Travel_Rarely, 330 ,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced," 2,064 ",Upto 5k," 15,428 ",0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
RM1107,30,26-35,Yes,Travel_Rarely, 740 ,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married," 9,714 ",5k-10k," 5,323 ",1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
RM1110,30,26-35,No,Travel_Rarely," 1,288 ",Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married," 9,250 ",5k-10k," 17,799 ",3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
RM1142,30,26-35,No,Travel_Rarely, 241 ,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married," 2,141 ",Upto 5k," 5,348 ",1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
RM1234,30,26-35,No,Travel_Rarely, 793 ,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married," 2,862 ",Upto 5k," 3,811 ",1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
RM1245,30,26-35,No,Travel_Frequently," 1,312 ",Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single," 4,968 ",Upto 5k," 26,427 ",0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
RM1247,30,26-35,Yes,Travel_Frequently, 600 ,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced," 2,180 ",Upto 5k," 9,732 ",6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
RM1252,30,26-35,No,Travel_Rarely, 979 ,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced," 7,140 ",5k-10k," 3,088 ",2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
RM1260,30,26-35,No,Travel_Rarely, 305 ,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married," 5,294 ",5k-10k," 9,128 ",3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
RM1297,30,26-35,No,Travel_Rarely," 1,092 ",Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single," 9,667 ",5k-10k," 2,739 ",9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
RM1339,30,26-35,Yes,Travel_Rarely, 945 ,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single," 1,081 ",Upto 5k," 16,019 ",1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
RM1413,30,26-35,No,Travel_Rarely, 911 ,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married," 3,748 ",Upto 5k," 4,077 ",1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
RM013,31,26-35,No,Travel_Rarely, 670 ,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced," 2,911 ",Upto 5k," 15,170 ",1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
RM059,31,26-35,No,Travel_Rarely, 655 ,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced," 5,915 ",5k-10k," 9,528 ",3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
RM073,31,26-35,No,Travel_Rarely," 1,082 ",Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single," 2,501 ",Upto 5k," 18,775 ",1,Y,No,17,3,2,80,0,1,4,3,1,1,1,
RM076,31,26-35,No,Travel_Rarely, 746 ,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single," 4,424 ",Upto 5k," 20,682 ",1,Y,No,23,4,4,80,0,11,2,3,11,7,1,
RM125,31,26-35,Yes,Travel_Rarely, 249 ,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married," 6,172 ",5k-10k," 20,739 ",4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
RM133,31,26-35,Yes,Travel_Rarely, 542 ,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married," 4,559 ",Upto 5k," 24,788 ",3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
RM181,31,26-35,No,Travel_Rarely, 140 ,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married," 3,929 ",Upto 5k," 6,984 ",8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
RM225,31,26-35,No,Non-Travel, 979 ,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married," 4,345 ",Upto 5k," 4,381 ",0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
RM246,31,26-35,No,Travel_Frequently," 1,327 ",Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced," 13,675 ",10k-15k," 13,523 ",9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
RM260,31,26-35,Yes,Travel_Frequently, 307 ,Research & Development,29,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single," 3,479 ",Upto 5k," 11,652 ",0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
RM267,31,26-35,No,Travel_Rarely," 1,463 ",Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married," 5,582 ",5k-10k," 14,408 ",0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
RM293,31,26-35,No,Travel_Frequently, 444 ,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced," 2,789 ",Upto 5k," 3,909 ",1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
RM304,31,26-35,No,Travel_Rarely, 218 ,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married," 6,929 ",5k-10k," 12,241 ",4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
RM310,31,26-35,No,Travel_Rarely, 691 ,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married," 4,821 ",Upto 5k," 10,077 ",0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
RM311,31,26-35,No,Travel_Rarely, 106 ,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married," 6,410 ",5k-10k," 17,822 ",3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
RM313,31,26-35,No,Travel_Rarely, 192 ,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced," 2,695 ",Upto 5k," 7,747 ",0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
RM322,31,26-35,No,Travel_Rarely, 691 ,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced," 7,547 ",5k-10k," 7,143 ",4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
RM326,31,26-35,No,Travel_Frequently, 798 ,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married," 8,943 ",5k-10k," 14,034 ",1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
RM343,31,26-35,No,Travel_Rarely," 1,232 ",Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single," 7,143 ",5k-10k," 25,713 ",1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10
RM370,31,26-35,No,Travel_Rarely, 408 ,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single," 2,657 ",Upto 5k," 7,551 ",0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
RM395,31,26-35,No,Travel_Rarely, 480 ,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married," 4,306 ",Upto 5k," 4,156 ",1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
RM400,31,26-35,No,Travel_Rarely, 329 ,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married," 2,218 ",Upto 5k," 16,193 ",1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
RM435,31,26-35,No,Travel_Rarely," 1,274 ",Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced," 10,648 ",10k-15k," 14,394 ",1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
RM440,31,26-35,Yes,Travel_Frequently, 534 ,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married," 9,824 ",5k-10k," 22,908 ",3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
RM451,31,26-35,No,Travel_Rarely, 828 ,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single," 6,582 ",5k-10k," 8,346 ",4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
RM457,31,26-35,No,Travel_Rarely, 688 ,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced," 11,557 ",10k-15k," 25,291 ",9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
RM483,31,26-35,Yes,Travel_Rarely," 1,365 ",Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced," 4,233 ",Upto 5k," 11,512 ",2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
RM485,31,26-35,No,Travel_Rarely, 525 ,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced," 5,460 ",5k-10k," 6,219 ",4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
RM645,31,26-35,No,Travel_Rarely," 1,222 ",Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married," 2,356 ",Upto 5k," 14,871 ",3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
RM676,31,26-35,No,Travel_Rarely, 154 ,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married," 2,329 ",Upto 5k," 11,737 ",3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
RM680,31,26-35,No,Non-Travel," 1,188 ",Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married," 6,932 ",5k-10k," 24,406 ",1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
RM691,31,26-35,No,Travel_Rarely, 616 ,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married," 5,855 ",5k-10k," 17,369 ",0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
RM710,31,26-35,Yes,Non-Travel, 335 ,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single," 2,321 ",Upto 5k," 10,322 ",0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
RM727,31,26-35,No,Travel_Frequently, 853 ,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married," 4,148 ",Upto 5k," 11,275 ",1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
RM819,31,26-35,No,Travel_Frequently, 793 ,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married," 2,791 ",Upto 5k," 21,981 ",0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
RM832,31,26-35,Yes,Travel_Frequently, 874 ,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married," 2,610 ",Upto 5k," 6,233 ",1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
RM896,31,26-35,No,Travel_Rarely," 1,332 ",Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married," 6,833 ",5k-10k," 17,089 ",1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
RM897,31,26-35,No,Travel_Rarely," 1,062 ",Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single," 6,812 ",5k-10k," 17,198 ",1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
RM951,31,26-35,No,Non-Travel, 587 ,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced," 9,852 ",5k-10k," 8,935 ",1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
RM953,31,26-35,Yes,Travel_Frequently," 1,060 ",Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single," 2,302 ",Upto 5k," 8,319 ",1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
RM981,31,26-35,Yes,Travel_Frequently, 703 ,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single," 2,785 ",Upto 5k," 11,882 ",7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
RM986,31,26-35,Yes,Travel_Rarely, 330 ,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married," 6,179 ",5k-10k," 21,057 ",1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
RM1013,31,26-35,Yes,Travel_Frequently, 667 ,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single," 1,359 ",Upto 5k," 16,154 ",1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
RM1015,31,26-35,No,Travel_Rarely, 182 ,Research & Development,8,5,Life Sciences,1,1430,1,Female,93,3,4,Research Director,2,Single," 16,422 ",15k+," 8,847 ",3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
RM1017,31,26-35,Yes,Travel_Rarely, 202 ,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single," 1,261 ",Upto 5k," 22,262 ",1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
RM1031,31,26-35,No,Travel_Rarely, 326 ,Sales,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced," 10,793 ",10k-15k," 8,386 ",1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
RM1034,31,26-35,Yes,Travel_Frequently," 1,445 ",Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single," 7,446 ",5k-10k," 8,931 ",1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
RM1036,31,26-35,No,Travel_Rarely," 1,398 ",Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single," 2,109 ",Upto 5k," 24,609 ",9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
RM1037,31,26-35,Yes,Travel_Frequently, 523 ,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married," 3,722 ",Upto 5k," 21,081 ",6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
RM1086,31,26-35,Yes,Travel_Frequently, 561 ,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single," 4,084 ",Upto 5k," 4,156 ",1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
RM1145,31,26-35,No,Travel_Frequently, 715 ,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single," 5,332 ",5k-10k," 21,602 ",7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
RM1192,31,26-35,No,Travel_Rarely," 1,112 ",Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married," 5,476 ",5k-10k," 22,589 ",1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
RM1228,31,26-35,No,Travel_Rarely, 741 ,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married," 3,477 ",Upto 5k," 18,103 ",1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
RM1240,31,26-35,No,Travel_Frequently, 163 ,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single," 5,238 ",5k-10k," 6,670 ",2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
RM1248,31,26-35,No,Travel_Rarely," 1,003 ",Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married," 8,346 ",5k-10k," 20,943 ",1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
RM1258,31,26-35,Yes,Travel_Rarely," 1,079 ",Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married," 8,161 ",5k-10k," 19,002 ",2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
RM1275,31,26-35,No,Travel_Rarely, 196 ,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married," 5,468 ",5k-10k," 13,402 ",1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
RM1307,31,26-35,No,Travel_Frequently," 1,125 ",Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married," 9,637 ",5k-10k," 8,277 ",2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
RM1313,31,26-35,Yes,Travel_Rarely, 359 ,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married," 2,956 ",Upto 5k," 21,495 ",0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
RM1342,31,26-35,No,Travel_Rarely, 311 ,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced," 4,197 ",Upto 5k," 18,624 ",1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
RM1359,31,26-35,No,Travel_Rarely," 1,079 ",Sales,10,2,Medical,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced," 6,583 ",5k-10k," 20,115 ",2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
RM1361,31,26-35,No,Travel_Rarely, 471 ,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced," 3,978 ",Upto 5k," 16,031 ",8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
RM1383,31,26-35,No,Non-Travel, 976 ,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced," 3,065 ",Upto 5k," 3,995 ",1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
RM1390,31,26-35,No,Travel_Frequently," 1,125 ",Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married," 5,003 ",5k-10k," 5,771 ",1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
RM1396,31,26-35,Yes,Travel_Frequently, 754 ,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married," 5,617 ",5k-10k," 21,075 ",1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
RM1403,31,26-35,No,Travel_Rarely," 1,276 ",Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced," 1,129 ",Upto 5k," 17,536 ",1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
RM1406,31,26-35,No,Non-Travel, 697 ,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married," 11,031 ",10k-15k," 26,862 ",4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
RM1418,31,26-35,No,Travel_Rarely," 1,154 ",Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married," 3,067 ",Upto 5k," 6,393 ",0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
RM1464,31,26-35,No,Non-Travel, 325 ,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single," 9,936 ",5k-10k," 3,787 ",0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
RM1464,31,26-35,No,Non-Travel, 325 ,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single," 9,936 ",5k-10k," 3,787 ",0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
RM006,32,26-35,No,Travel_Frequently," 1,005 ",Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single," 3,068 ",Upto 5k," 11,864 ",0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
RM017,32,26-35,No,Travel_Rarely, 334 ,Research & Development,5,2,Life Sciences,1,21,1,Male,80,4,1,Research Scientist,2,Divorced," 3,298 ",Upto 5k," 15,053 ",0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5
